2021-05-01 13:30:50 INFO  EmployeeServiceImpl:33 - CHECK EMPLOYEE EXISTS SERVICE TO b@trial.com
2021-05-01 13:47:15 INFO  ReimbursmentRepositoryJdbc:210 - REIMBURSEMENTS OF TYPE: ALL FOR EMPLOYEE WITH USERNAME: ga6xjge5jt@trial.com, WERE FOUND IN RDS
2021-05-01 13:55:22 INFO  EmployeeServiceImpl:52 - LIST ALL EMPLOYEES SERVICE
2021-05-01 13:55:23 INFO  EmployeeRepositoryJdbc:104 - ALL EMPLOYEES ARE SELECTED
2021-05-01 13:55:23 INFO  EmployeeServiceImpl:52 - LIST ALL EMPLOYEES SERVICE
2021-05-01 13:55:23 INFO  EmployeeRepositoryJdbc:104 - ALL EMPLOYEES ARE SELECTED
2021-05-01 13:55:23 INFO  EmployeeServiceImpl:58 - LOGIN SERVICE TO ptv0ar9bqk@trial.com
2021-05-01 13:55:24 DEBUG EmployeeRepositoryJdbc:204 - AN UNREGISTERED EMPLOYEE TRIED TO AUTHENTICATE
2021-05-01 13:55:24 INFO  EmployeeServiceImpl:39 - REGISTRATION SERVICE TO ptv0ar9bqk@trial.com
2021-05-01 13:55:24 INFO  EmployeeRepositoryJdbc:134 - AN EMPLOYEE IS INSERTED TO THE RDS
2021-05-01 13:55:24 INFO  EmployeeServiceImpl:58 - LOGIN SERVICE TO ptv0ar9bqk@trial.com
2021-05-01 13:55:25 INFO  EmployeeRepositoryJdbc:196 - AN EMPLOYEE IS AUTHENTICATED
2021-05-01 13:55:25 INFO  EmployeeServiceImpl:33 - CHECK EMPLOYEE EXISTS SERVICE TO hshallal@icloud.com
2021-05-01 13:55:25 INFO  EmployeeRepositoryJdbc:68 - AN EMPLOYEE WITH THIS USERNAME: hshallal@icloud.com, IS FOUND IN RDS
2021-05-01 13:55:25 INFO  EmployeeServiceImpl:33 - CHECK EMPLOYEE EXISTS SERVICE TO 6hkshknyfv@trial.com
2021-05-01 13:55:26 INFO  EmployeeRepositoryJdbc:71 - AN EMPLOYEE WITH THIS USERNAME: 6hkshknyfv@trial.com, IS NOT FOUND IN RDS
2021-05-01 13:55:26 INFO  EmployeeServiceImpl:39 - REGISTRATION SERVICE TO vsyu9nqmfu@trial.com
2021-05-01 13:55:26 INFO  EmployeeRepositoryJdbc:134 - AN EMPLOYEE IS INSERTED TO THE RDS
2021-05-01 13:55:26 INFO  EmployeeServiceImpl:39 - REGISTRATION SERVICE TO hshallal@icloud.com
2021-05-01 13:55:27 DEBUG EmployeeRepositoryJdbc:142 - ISSUES WITH INSERTING AN EMPLOYEE
2021-05-01 13:55:27 INFO  EmployeeServiceImpl:65 - REIMBURSEMENET SUBMISSION SERVICE TO hshallal@icloud.com
2021-05-01 13:55:27 INFO  ReimbursmentRepositoryJdbc:275 - A REIMBURSEMENT IS INSERTED TO THE RDS
2021-05-01 13:55:27 INFO  EmployeeServiceImpl:65 - REIMBURSEMENET SUBMISSION SERVICE TO cfmlwib7mr@trial.com
2021-05-01 13:55:28 DEBUG ReimbursmentRepositoryJdbc:283 - ISSUES WITH INSERTING A REIMBURSEMENT
2021-05-01 13:55:28 INFO  EmployeeServiceImpl:39 - REGISTRATION SERVICE TO s8z2n9wso8@trial.com
2021-05-01 13:55:28 INFO  EmployeeRepositoryJdbc:134 - AN EMPLOYEE IS INSERTED TO THE RDS
2021-05-01 13:55:28 INFO  EmployeeServiceImpl:58 - LOGIN SERVICE TO s8z2n9wso8@trial.com
2021-05-01 13:55:29 INFO  EmployeeRepositoryJdbc:196 - AN EMPLOYEE IS AUTHENTICATED
2021-05-01 13:55:29 INFO  EmployeeServiceImpl:65 - REIMBURSEMENET SUBMISSION SERVICE TO s8z2n9wso8@trial.com
2021-05-01 13:55:29 INFO  ReimbursmentRepositoryJdbc:275 - A REIMBURSEMENT IS INSERTED TO THE RDS
2021-05-01 13:55:29 INFO  EmployeeServiceImpl:71 - SHOW PREVIOUS AND ALL AND PENDING REIMBURSEMENETS SERVICE TO s8z2n9wso8@trial.com
2021-05-01 13:55:30 INFO  ReimbursmentRepositoryJdbc:210 - REIMBURSEMENTS OF TYPE: ALL FOR EMPLOYEE WITH USERNAME: s8z2n9wso8@trial.com, WERE FOUND IN RDS
2021-05-01 14:08:27 INFO  EmployeeServiceImpl:51 - LOGIN SERVICE TO nw0oq9mzbx@trial.com
2021-05-01 14:08:28 DEBUG EmployeeRepositoryJdbc:204 - AN UNREGISTERED EMPLOYEE TRIED TO AUTHENTICATE
2021-05-01 14:08:28 INFO  EmployeeServiceImpl:39 - REGISTRATION SERVICE TO nw0oq9mzbx@trial.com
2021-05-01 14:08:29 INFO  EmployeeRepositoryJdbc:134 - AN EMPLOYEE IS INSERTED TO THE RDS
2021-05-01 14:08:29 INFO  EmployeeServiceImpl:51 - LOGIN SERVICE TO nw0oq9mzbx@trial.com
2021-05-01 14:08:29 INFO  EmployeeRepositoryJdbc:196 - AN EMPLOYEE IS AUTHENTICATED
2021-05-01 14:08:29 INFO  EmployeeServiceImpl:33 - CHECK EMPLOYEE EXISTS SERVICE TO hshallal@icloud.com
2021-05-01 14:08:29 INFO  EmployeeRepositoryJdbc:68 - AN EMPLOYEE WITH THIS USERNAME: hshallal@icloud.com, IS FOUND IN RDS
2021-05-01 14:08:29 INFO  EmployeeServiceImpl:33 - CHECK EMPLOYEE EXISTS SERVICE TO u9ojhk7y1p@trial.com
2021-05-01 14:08:30 INFO  EmployeeRepositoryJdbc:71 - AN EMPLOYEE WITH THIS USERNAME: u9ojhk7y1p@trial.com, IS NOT FOUND IN RDS
2021-05-01 14:08:30 INFO  EmployeeServiceImpl:39 - REGISTRATION SERVICE TO sjhz0w6mtg@trial.com
2021-05-01 14:08:30 INFO  EmployeeRepositoryJdbc:134 - AN EMPLOYEE IS INSERTED TO THE RDS
2021-05-01 14:08:30 INFO  EmployeeServiceImpl:39 - REGISTRATION SERVICE TO hshallal@icloud.com
2021-05-01 14:08:31 DEBUG EmployeeRepositoryJdbc:142 - ISSUES WITH INSERTING AN EMPLOYEE
2021-05-01 14:08:31 INFO  EmployeeServiceImpl:58 - REIMBURSEMENET SUBMISSION SERVICE TO hshallal@icloud.com
2021-05-01 14:08:31 INFO  ReimbursmentRepositoryJdbc:275 - A REIMBURSEMENT IS INSERTED TO THE RDS
2021-05-01 14:08:31 INFO  EmployeeServiceImpl:58 - REIMBURSEMENET SUBMISSION SERVICE TO okvijjt6kq@trial.com
2021-05-01 14:08:32 DEBUG ReimbursmentRepositoryJdbc:283 - ISSUES WITH INSERTING A REIMBURSEMENT
2021-05-01 14:08:32 INFO  EmployeeServiceImpl:39 - REGISTRATION SERVICE TO 47y70whufx@trial.com
2021-05-01 14:08:32 INFO  EmployeeRepositoryJdbc:134 - AN EMPLOYEE IS INSERTED TO THE RDS
2021-05-01 14:08:32 INFO  EmployeeServiceImpl:51 - LOGIN SERVICE TO 47y70whufx@trial.com
2021-05-01 14:08:33 INFO  EmployeeRepositoryJdbc:196 - AN EMPLOYEE IS AUTHENTICATED
2021-05-01 14:08:33 INFO  EmployeeServiceImpl:58 - REIMBURSEMENET SUBMISSION SERVICE TO 47y70whufx@trial.com
2021-05-01 14:08:33 INFO  ReimbursmentRepositoryJdbc:275 - A REIMBURSEMENT IS INSERTED TO THE RDS
2021-05-01 14:08:33 INFO  EmployeeServiceImpl:64 - SHOW PREVIOUS AND ALL AND PENDING REIMBURSEMENETS SERVICE TO 47y70whufx@trial.com
2021-05-01 14:08:34 INFO  ReimbursmentRepositoryJdbc:210 - REIMBURSEMENTS OF TYPE: ALL FOR EMPLOYEE WITH USERNAME: 47y70whufx@trial.com, WERE FOUND IN RDS
2021-05-01 14:10:24 INFO  EmployeeServiceImpl:51 - LOGIN SERVICE TO hshallal@gmail.com
2021-05-01 14:10:25 INFO  EmployeeRepositoryJdbc:196 - AN EMPLOYEE IS AUTHENTICATED
2021-05-01 14:10:25 INFO  EmployeeControllerImpl:50 - AN EMPLOYEE WITH THIS USERNAME: hshallal@gmail.com, JUST LOGGEDIN
2021-05-01 14:10:25 INFO  FinancialManagerServiceImpl:32 - LIST ALL EMPLOYEES SERVICE
2021-05-01 14:10:25 INFO  EmployeeRepositoryJdbc:104 - ALL EMPLOYEES ARE SELECTED
2021-05-01 14:10:25 INFO  FinancialManagerControllerImpl:40 - GET EMPLOYEE COUNT
2021-05-01 14:10:53 INFO  FinancialManagerServiceImpl:32 - LIST ALL EMPLOYEES SERVICE
2021-05-01 14:10:53 INFO  EmployeeRepositoryJdbc:104 - ALL EMPLOYEES ARE SELECTED
2021-05-01 14:10:53 INFO  FinancialManagerControllerImpl:40 - GET EMPLOYEE COUNT
2021-05-01 14:14:20 INFO  FinancialManagerServiceImpl:38 - SHOW ALL REIMBURSEMENETS SERVICE TO A FINANCE MANAGER
2021-05-01 14:14:20 INFO  ReimbursmentRepositoryJdbc:58 - ALL REIMBURSEMENTS ARE SELECTED
2021-05-01 14:14:20 INFO  FinancialManagerControllerImpl:51 - LIST OF REIMBURSEMENETS IS VIEWED BY A FINANCE MANAGER
2021-05-01 14:14:21 INFO  FinancialManagerServiceImpl:32 - LIST ALL EMPLOYEES SERVICE
2021-05-01 14:14:22 INFO  EmployeeRepositoryJdbc:104 - ALL EMPLOYEES ARE SELECTED
2021-05-01 14:14:22 INFO  FinancialManagerControllerImpl:40 - GET EMPLOYEE COUNT
2021-05-01 14:14:49 INFO  FinancialManagerServiceImpl:32 - LIST ALL EMPLOYEES SERVICE
2021-05-01 14:14:49 INFO  EmployeeRepositoryJdbc:104 - ALL EMPLOYEES ARE SELECTED
2021-05-01 14:14:49 INFO  FinancialManagerControllerImpl:40 - GET EMPLOYEE COUNT
2021-05-01 14:14:51 INFO  FinancialManagerServiceImpl:38 - SHOW ALL REIMBURSEMENETS SERVICE TO A FINANCE MANAGER
2021-05-01 14:14:51 INFO  ReimbursmentRepositoryJdbc:58 - ALL REIMBURSEMENTS ARE SELECTED
2021-05-01 14:14:51 INFO  FinancialManagerControllerImpl:51 - LIST OF REIMBURSEMENETS IS VIEWED BY A FINANCE MANAGER
2021-05-01 14:14:52 INFO  FinancialManagerServiceImpl:32 - LIST ALL EMPLOYEES SERVICE
2021-05-01 14:14:53 INFO  EmployeeRepositoryJdbc:104 - ALL EMPLOYEES ARE SELECTED
2021-05-01 14:14:53 INFO  FinancialManagerControllerImpl:40 - GET EMPLOYEE COUNT
2021-05-01 14:14:53 INFO  EmployeeControllerImpl:113 - AN EMPLOYEE WITH THIS USERNAME: hshallal@gmail.com, JUST LOGGEDOUT
2021-05-01 14:15:01 INFO  EmployeeServiceImpl:51 - LOGIN SERVICE TO hshallal@gmail.com
2021-05-01 14:15:02 INFO  EmployeeRepositoryJdbc:196 - AN EMPLOYEE IS AUTHENTICATED
2021-05-01 14:15:02 INFO  EmployeeControllerImpl:50 - AN EMPLOYEE WITH THIS USERNAME: hshallal@gmail.com, JUST LOGGEDIN
2021-05-01 14:15:02 INFO  FinancialManagerServiceImpl:32 - LIST ALL EMPLOYEES SERVICE
2021-05-01 14:15:02 INFO  EmployeeRepositoryJdbc:104 - ALL EMPLOYEES ARE SELECTED
2021-05-01 14:15:02 INFO  FinancialManagerControllerImpl:40 - GET EMPLOYEE COUNT
2021-05-01 14:28:35 INFO  EmployeeServiceImpl:51 - LOGIN SERVICE TO ckfaqecm72@trial.com
2021-05-01 14:28:36 DEBUG EmployeeRepositoryJdbc:204 - AN UNREGISTERED EMPLOYEE TRIED TO AUTHENTICATE
2021-05-01 14:28:36 INFO  EmployeeServiceImpl:39 - REGISTRATION SERVICE TO ckfaqecm72@trial.com
2021-05-01 14:28:37 INFO  EmployeeRepositoryJdbc:134 - AN EMPLOYEE IS INSERTED TO THE RDS
2021-05-01 14:28:37 INFO  EmployeeServiceImpl:51 - LOGIN SERVICE TO ckfaqecm72@trial.com
2021-05-01 14:28:37 INFO  EmployeeRepositoryJdbc:196 - AN EMPLOYEE IS AUTHENTICATED
2021-05-01 14:28:37 INFO  EmployeeServiceImpl:33 - CHECK EMPLOYEE EXISTS SERVICE TO hshallal@icloud.com
2021-05-01 14:28:38 INFO  EmployeeRepositoryJdbc:68 - AN EMPLOYEE WITH THIS USERNAME: hshallal@icloud.com, IS FOUND IN RDS
2021-05-01 14:28:38 INFO  EmployeeServiceImpl:33 - CHECK EMPLOYEE EXISTS SERVICE TO hoyr1xrkbx@trial.com
2021-05-01 14:28:38 INFO  EmployeeRepositoryJdbc:71 - AN EMPLOYEE WITH THIS USERNAME: hoyr1xrkbx@trial.com, IS NOT FOUND IN RDS
2021-05-01 14:28:38 INFO  EmployeeServiceImpl:39 - REGISTRATION SERVICE TO k73vf9akxa@trial.com
2021-05-01 14:28:39 INFO  EmployeeRepositoryJdbc:134 - AN EMPLOYEE IS INSERTED TO THE RDS
2021-05-01 14:28:39 INFO  EmployeeServiceImpl:39 - REGISTRATION SERVICE TO hshallal@icloud.com
2021-05-01 14:28:39 DEBUG EmployeeRepositoryJdbc:142 - ISSUES WITH INSERTING AN EMPLOYEE
2021-05-01 14:28:39 INFO  EmployeeServiceImpl:58 - REIMBURSEMENET SUBMISSION SERVICE TO hshallal@icloud.com
2021-05-01 14:28:40 INFO  ReimbursmentRepositoryJdbc:275 - A REIMBURSEMENT IS INSERTED TO THE RDS
2021-05-01 14:28:40 INFO  EmployeeServiceImpl:58 - REIMBURSEMENET SUBMISSION SERVICE TO ll5snypvqb@trial.com
2021-05-01 14:28:40 DEBUG ReimbursmentRepositoryJdbc:283 - ISSUES WITH INSERTING A REIMBURSEMENT
2021-05-01 14:28:40 INFO  EmployeeServiceImpl:39 - REGISTRATION SERVICE TO og3ariefil@trial.com
2021-05-01 14:28:41 INFO  EmployeeRepositoryJdbc:134 - AN EMPLOYEE IS INSERTED TO THE RDS
2021-05-01 14:28:41 INFO  EmployeeServiceImpl:51 - LOGIN SERVICE TO og3ariefil@trial.com
2021-05-01 14:28:41 INFO  EmployeeRepositoryJdbc:196 - AN EMPLOYEE IS AUTHENTICATED
2021-05-01 14:28:41 INFO  EmployeeServiceImpl:58 - REIMBURSEMENET SUBMISSION SERVICE TO og3ariefil@trial.com
2021-05-01 14:28:42 INFO  ReimbursmentRepositoryJdbc:275 - A REIMBURSEMENT IS INSERTED TO THE RDS
2021-05-01 14:28:42 INFO  EmployeeServiceImpl:64 - SHOW PREVIOUS AND ALL AND PENDING REIMBURSEMENETS SERVICE TO og3ariefil@trial.com
2021-05-01 14:28:42 INFO  ReimbursmentRepositoryJdbc:210 - REIMBURSEMENTS OF TYPE: ALL FOR EMPLOYEE WITH USERNAME: og3ariefil@trial.com, WERE FOUND IN RDS
2021-05-01 14:29:21 INFO  EmployeeServiceImpl:51 - LOGIN SERVICE TO lp2xz396pn@trial.com
2021-05-01 14:29:22 DEBUG EmployeeRepositoryJdbc:204 - AN UNREGISTERED EMPLOYEE TRIED TO AUTHENTICATE
2021-05-01 14:29:22 INFO  EmployeeServiceImpl:39 - REGISTRATION SERVICE TO lp2xz396pn@trial.com
2021-05-01 14:29:23 INFO  EmployeeRepositoryJdbc:134 - AN EMPLOYEE IS INSERTED TO THE RDS
2021-05-01 14:29:23 INFO  EmployeeServiceImpl:51 - LOGIN SERVICE TO lp2xz396pn@trial.com
2021-05-01 14:29:23 INFO  EmployeeRepositoryJdbc:196 - AN EMPLOYEE IS AUTHENTICATED
2021-05-01 14:29:23 INFO  EmployeeServiceImpl:33 - CHECK EMPLOYEE EXISTS SERVICE TO hshallal@icloud.com
2021-05-01 14:29:23 INFO  EmployeeRepositoryJdbc:68 - AN EMPLOYEE WITH THIS USERNAME: hshallal@icloud.com, IS FOUND IN RDS
2021-05-01 14:29:23 INFO  EmployeeServiceImpl:33 - CHECK EMPLOYEE EXISTS SERVICE TO ukhtcpfshu@trial.com
2021-05-01 14:29:24 INFO  EmployeeRepositoryJdbc:71 - AN EMPLOYEE WITH THIS USERNAME: ukhtcpfshu@trial.com, IS NOT FOUND IN RDS
2021-05-01 14:29:24 INFO  EmployeeServiceImpl:39 - REGISTRATION SERVICE TO jr6ssnnvjf@trial.com
2021-05-01 14:29:25 INFO  EmployeeRepositoryJdbc:134 - AN EMPLOYEE IS INSERTED TO THE RDS
2021-05-01 14:29:25 INFO  EmployeeServiceImpl:39 - REGISTRATION SERVICE TO hshallal@icloud.com
2021-05-01 14:29:25 DEBUG EmployeeRepositoryJdbc:142 - ISSUES WITH INSERTING AN EMPLOYEE
2021-05-01 14:29:25 INFO  EmployeeServiceImpl:58 - REIMBURSEMENET SUBMISSION SERVICE TO hshallal@icloud.com
2021-05-01 14:29:25 INFO  ReimbursmentRepositoryJdbc:275 - A REIMBURSEMENT IS INSERTED TO THE RDS
2021-05-01 14:29:26 INFO  EmployeeServiceImpl:58 - REIMBURSEMENET SUBMISSION SERVICE TO i0qupdxujn@trial.com
2021-05-01 14:29:26 DEBUG ReimbursmentRepositoryJdbc:283 - ISSUES WITH INSERTING A REIMBURSEMENT
2021-05-01 14:29:26 INFO  EmployeeServiceImpl:39 - REGISTRATION SERVICE TO qrca9awxrd@trial.com
2021-05-01 14:29:26 INFO  EmployeeRepositoryJdbc:134 - AN EMPLOYEE IS INSERTED TO THE RDS
2021-05-01 14:29:26 INFO  EmployeeServiceImpl:51 - LOGIN SERVICE TO qrca9awxrd@trial.com
2021-05-01 14:29:27 INFO  EmployeeRepositoryJdbc:196 - AN EMPLOYEE IS AUTHENTICATED
2021-05-01 14:29:27 INFO  EmployeeServiceImpl:58 - REIMBURSEMENET SUBMISSION SERVICE TO qrca9awxrd@trial.com
2021-05-01 14:29:27 INFO  ReimbursmentRepositoryJdbc:275 - A REIMBURSEMENT IS INSERTED TO THE RDS
2021-05-01 14:29:27 INFO  EmployeeServiceImpl:64 - SHOW PREVIOUS AND ALL AND PENDING REIMBURSEMENETS SERVICE TO qrca9awxrd@trial.com
2021-05-01 14:29:28 INFO  ReimbursmentRepositoryJdbc:210 - REIMBURSEMENTS OF TYPE: ALL FOR EMPLOYEE WITH USERNAME: qrca9awxrd@trial.com, WERE FOUND IN RDS
2021-05-01 14:45:39 INFO  EmployeeServiceImpl:51 - LOGIN SERVICE TO hshallal@gmail.com
2021-05-01 14:45:40 INFO  EmployeeRepositoryJdbc:196 - AN EMPLOYEE IS AUTHENTICATED
2021-05-01 14:45:40 INFO  EmployeeControllerImpl:50 - AN EMPLOYEE WITH THIS USERNAME: hshallal@gmail.com, JUST LOGGEDIN
2021-05-01 14:45:40 INFO  FinancialManagerServiceImpl:48 - LIST ALL EMPLOYEES SERVICE
2021-05-01 14:45:40 INFO  EmployeeRepositoryJdbc:104 - ALL EMPLOYEES ARE SELECTED
2021-05-01 14:45:40 INFO  FinancialManagerControllerImpl:40 - GET EMPLOYEE COUNT
2021-05-01 14:46:13 INFO  FinancialManagerServiceImpl:48 - LIST ALL EMPLOYEES SERVICE
2021-05-01 14:46:13 INFO  EmployeeRepositoryJdbc:104 - ALL EMPLOYEES ARE SELECTED
2021-05-01 14:46:13 INFO  FinancialManagerControllerImpl:40 - GET EMPLOYEE COUNT
2021-05-01 14:46:17 INFO  FinancialManagerServiceImpl:48 - LIST ALL EMPLOYEES SERVICE
2021-05-01 14:46:18 INFO  EmployeeRepositoryJdbc:104 - ALL EMPLOYEES ARE SELECTED
2021-05-01 14:46:18 INFO  FinancialManagerControllerImpl:40 - GET EMPLOYEE COUNT
2021-05-01 14:46:19 INFO  FinancialManagerServiceImpl:54 - SHOW ALL REIMBURSEMENETS SERVICE TO A FINANCE MANAGER
2021-05-01 14:46:19 INFO  ReimbursmentRepositoryJdbc:58 - ALL REIMBURSEMENTS ARE SELECTED
2021-05-01 14:46:19 INFO  FinancialManagerControllerImpl:66 - LIST OF REIMBURSEMENETS IS VIEWED BY A FINANCE MANAGER
2021-05-01 14:46:22 INFO  FinancialManagerServiceImpl:54 - SHOW TRAVEL REIMBURSEMENETS SERVICE TO A FINANCE MANAGER
2021-05-01 14:46:22 INFO  ReimbursmentRepositoryJdbc:135 - REIMBURSEMENTS OF TYPE: TRAVEL, WERE FOUND IN RDS
2021-05-01 14:46:22 INFO  FinancialManagerControllerImpl:66 - LIST OF REIMBURSEMENETS IS VIEWED BY A FINANCE MANAGER
2021-05-01 14:46:24 INFO  FinancialManagerServiceImpl:54 - SHOW TRAVEL REIMBURSEMENETS SERVICE TO A FINANCE MANAGER
2021-05-01 14:46:25 INFO  ReimbursmentRepositoryJdbc:135 - REIMBURSEMENTS OF TYPE: TRAVEL, WERE FOUND IN RDS
2021-05-01 14:46:25 INFO  FinancialManagerControllerImpl:66 - LIST OF REIMBURSEMENETS IS VIEWED BY A FINANCE MANAGER
2021-05-01 14:46:27 INFO  FinancialManagerServiceImpl:54 - SHOW TRAVEL REIMBURSEMENETS SERVICE TO A FINANCE MANAGER
2021-05-01 14:46:28 INFO  ReimbursmentRepositoryJdbc:135 - REIMBURSEMENTS OF TYPE: TRAVEL, WERE FOUND IN RDS
2021-05-01 14:46:28 INFO  FinancialManagerControllerImpl:66 - LIST OF REIMBURSEMENETS IS VIEWED BY A FINANCE MANAGER
2021-05-01 14:46:30 INFO  FinancialManagerServiceImpl:54 - SHOW TRAVEL REIMBURSEMENETS SERVICE TO A FINANCE MANAGER
2021-05-01 14:46:30 INFO  ReimbursmentRepositoryJdbc:135 - REIMBURSEMENTS OF TYPE: TRAVEL, WERE FOUND IN RDS
2021-05-01 14:46:30 INFO  FinancialManagerControllerImpl:66 - LIST OF REIMBURSEMENETS IS VIEWED BY A FINANCE MANAGER
2021-05-01 14:46:37 INFO  FinancialManagerServiceImpl:48 - LIST ALL EMPLOYEES SERVICE
2021-05-01 14:46:37 INFO  EmployeeRepositoryJdbc:104 - ALL EMPLOYEES ARE SELECTED
2021-05-01 14:46:37 INFO  FinancialManagerControllerImpl:40 - GET EMPLOYEE COUNT
2021-05-01 14:49:30 INFO  FinancialManagerServiceImpl:48 - LIST ALL EMPLOYEES SERVICE
2021-05-01 14:49:31 INFO  EmployeeRepositoryJdbc:104 - ALL EMPLOYEES ARE SELECTED
2021-05-01 14:49:31 INFO  FinancialManagerControllerImpl:40 - GET EMPLOYEE COUNT
2021-05-01 14:49:48 INFO  EmployeeControllerImpl:113 - AN EMPLOYEE WITH THIS USERNAME: hshallal@gmail.com, JUST LOGGEDOUT
2021-05-01 14:49:57 INFO  EmployeeServiceImpl:51 - LOGIN SERVICE TO hshallal@gmail.com
2021-05-01 14:49:58 INFO  EmployeeRepositoryJdbc:196 - AN EMPLOYEE IS AUTHENTICATED
2021-05-01 14:49:58 INFO  EmployeeControllerImpl:50 - AN EMPLOYEE WITH THIS USERNAME: hshallal@gmail.com, JUST LOGGEDIN
2021-05-01 14:49:58 INFO  FinancialManagerServiceImpl:48 - LIST ALL EMPLOYEES SERVICE
2021-05-01 14:49:58 INFO  EmployeeRepositoryJdbc:104 - ALL EMPLOYEES ARE SELECTED
2021-05-01 14:49:58 INFO  FinancialManagerControllerImpl:40 - GET EMPLOYEE COUNT
2021-05-01 15:00:40 INFO  EmployeeServiceImpl:51 - LOGIN SERVICE TO gz8gmiz1oz@trial.com
2021-05-01 15:00:41 DEBUG EmployeeRepositoryJdbc:204 - AN UNREGISTERED EMPLOYEE TRIED TO AUTHENTICATE
2021-05-01 15:00:41 INFO  EmployeeServiceImpl:39 - REGISTRATION SERVICE TO gz8gmiz1oz@trial.com
2021-05-01 15:00:41 INFO  EmployeeRepositoryJdbc:134 - AN EMPLOYEE IS INSERTED TO THE RDS
2021-05-01 15:00:41 INFO  EmployeeServiceImpl:51 - LOGIN SERVICE TO gz8gmiz1oz@trial.com
2021-05-01 15:00:42 INFO  EmployeeRepositoryJdbc:196 - AN EMPLOYEE IS AUTHENTICATED
2021-05-01 15:00:42 INFO  EmployeeServiceImpl:33 - CHECK EMPLOYEE EXISTS SERVICE TO hshallal@icloud.com
2021-05-01 15:00:42 INFO  EmployeeRepositoryJdbc:68 - AN EMPLOYEE WITH THIS USERNAME: hshallal@icloud.com, IS FOUND IN RDS
2021-05-01 15:00:42 INFO  EmployeeServiceImpl:33 - CHECK EMPLOYEE EXISTS SERVICE TO 3lxlay9nph@trial.com
2021-05-01 15:00:43 INFO  EmployeeRepositoryJdbc:71 - AN EMPLOYEE WITH THIS USERNAME: 3lxlay9nph@trial.com, IS NOT FOUND IN RDS
2021-05-01 15:00:43 INFO  EmployeeServiceImpl:39 - REGISTRATION SERVICE TO dueexrvlap@trial.com
2021-05-01 15:00:43 INFO  EmployeeRepositoryJdbc:134 - AN EMPLOYEE IS INSERTED TO THE RDS
2021-05-01 15:00:43 INFO  EmployeeServiceImpl:39 - REGISTRATION SERVICE TO hshallal@icloud.com
2021-05-01 15:00:44 DEBUG EmployeeRepositoryJdbc:142 - ISSUES WITH INSERTING AN EMPLOYEE
2021-05-01 15:00:44 INFO  EmployeeServiceImpl:58 - REIMBURSEMENET SUBMISSION SERVICE TO hshallal@icloud.com
2021-05-01 15:00:44 INFO  ReimbursmentRepositoryJdbc:275 - A REIMBURSEMENT IS INSERTED TO THE RDS
2021-05-01 15:00:44 INFO  EmployeeServiceImpl:58 - REIMBURSEMENET SUBMISSION SERVICE TO 7wja66p148@trial.com
2021-05-01 15:00:45 DEBUG ReimbursmentRepositoryJdbc:283 - ISSUES WITH INSERTING A REIMBURSEMENT
2021-05-01 15:00:45 INFO  EmployeeServiceImpl:39 - REGISTRATION SERVICE TO o1czbarjmi@trial.com
2021-05-01 15:00:45 INFO  EmployeeRepositoryJdbc:134 - AN EMPLOYEE IS INSERTED TO THE RDS
2021-05-01 15:00:45 INFO  EmployeeServiceImpl:51 - LOGIN SERVICE TO o1czbarjmi@trial.com
2021-05-01 15:00:46 INFO  EmployeeRepositoryJdbc:196 - AN EMPLOYEE IS AUTHENTICATED
2021-05-01 15:00:46 INFO  EmployeeServiceImpl:58 - REIMBURSEMENET SUBMISSION SERVICE TO o1czbarjmi@trial.com
2021-05-01 15:00:46 INFO  ReimbursmentRepositoryJdbc:275 - A REIMBURSEMENT IS INSERTED TO THE RDS
2021-05-01 15:00:46 INFO  EmployeeServiceImpl:64 - SHOW PREVIOUS AND ALL AND PENDING REIMBURSEMENETS SERVICE TO o1czbarjmi@trial.com
2021-05-01 15:00:47 INFO  ReimbursmentRepositoryJdbc:210 - REIMBURSEMENTS OF TYPE: ALL AND OF STATUS PENDING FOR EMPLOYEE WITH USERNAME: o1czbarjmi@trial.com, WERE FOUND IN RDS
2021-05-01 15:09:49 INFO  FinancialManagerServiceImpl:34 - GET CLAIM COUNT BY A FINANCE MANAGER
2021-05-01 15:16:28 INFO  FinancialManagerServiceImpl:34 - GET CLAIM COUNT BY A FINANCE MANAGER
2021-05-01 15:16:29 INFO  FinancialManagerServiceImpl:40 - GET STATUS OF A CLAIM BY ID BY A FINANCE MANAGER
2021-05-01 15:16:29 INFO  FinancialManagerServiceImpl:40 - GET STATUS OF A CLAIM BY ID BY A FINANCE MANAGER
2021-05-01 15:16:30 INFO  FinancialManagerServiceImpl:40 - GET STATUS OF A CLAIM BY ID BY A FINANCE MANAGER
2021-05-01 15:16:30 INFO  FinancialManagerServiceImpl:40 - GET STATUS OF A CLAIM BY ID BY A FINANCE MANAGER
2021-05-01 15:16:30 INFO  FinancialManagerServiceImpl:40 - GET STATUS OF A CLAIM BY ID BY A FINANCE MANAGER
2021-05-01 15:16:31 INFO  FinancialManagerServiceImpl:40 - GET STATUS OF A CLAIM BY ID BY A FINANCE MANAGER
2021-05-01 15:26:02 INFO  EmployeeServiceImpl:51 - LOGIN SERVICE TO hshallal@gmail.com
2021-05-01 15:26:03 INFO  EmployeeRepositoryJdbc:196 - AN EMPLOYEE IS AUTHENTICATED
